employee_id,full_name,job_title,department,hire_date,salary,manager_id,employment_status
328,Adriano Farnill,Senior Financial Analyst,Human Resources,8/16/2023,43504.41,328,Resigned
329,Shay Emblow,Database Administrator II,Research and Development,6/10/2023,53927.25,329,Terminated
330,Ynez Tibbits,Computer Systems Analyst II,Engineering,5/31/2023,115836.65,330,Active
331,Cullin Alyonov,Software Consultant,Services,6/28/2023,127060.94,331,Resigned
332,Lauren Taleworth,Recruiting Manager,Engineering,11/16/2023,143662.7,332,Active
333,Portie Passy,Systems Administrator I,Engineering,8/21/2023,49051.37,333,On Leave
334,Cherry Hearsum,Cost Accountant,Engineering,3/21/2023,79306.61,334,Active
335,Hussein Harrower,Business Systems Development Analyst,Research and Development,1/26/2024,106274.35,335,Terminated
336,Neal Starr,Programmer Analyst IV,Product Management,10/10/2023,43561.8,336,Active
337,Isidora Tregido,Computer Systems Analyst II,Business Development,2/28/2024,147548.0,337,On Leave
338,Darbie Smyley,Geological Engineer,Services,11/29/2023,126584.55,338,Resigned
339,Esmeralda Yurasov,Operator,Research and Development,3/14/2023,65483.14,339,Terminated
340,Duky Margerrison,Office Assistant III,Accounting,7/4/2023,66454.33,340,On Leave
341,Arv Rizziello,Financial Advisor,Services,7/23/2023,74347.36,341,Terminated
342,Janet Pidon,Senior Cost Accountant,Product Management,2/6/2024,30428.77,342,On Leave
343,Janka Willgoss,Compensation Analyst,Support,5/1/2023,96141.36,343,Resigned
344,Gilberte Yurenin,Food Chemist,Business Development,1/31/2023,126363.53,344,On Leave
345,Philly Lerway,Senior Developer,Legal,3/5/2023,84761.38,345,Terminated
346,Valerye Fero,VP Quality Control,Research and Development,8/20/2023,123364.6,346,Terminated
347,Muffin Simonin,Research Nurse,Human Resources,3/19/2023,46235.4,347,Resigned
348,Euphemia Coneley,Recruiting Manager,Training,1/12/2023,122009.76,348,On Leave
349,Sutherland Fluit,Computer Systems Analyst III,Engineering,1/23/2023,108002.67,349,Terminated
350,Fonzie Penzer,Administrative Officer,Product Management,2/22/2023,75829.66,350,On Leave
351,Anabel Greader,Research Nurse,Legal,7/6/2023,109100.23,351,On Leave
352,Arvy Burnhard,Actuary,Accounting,12/6/2023,146688.34,352,On Leave
353,Isidora Apted,VP Product Management,Marketing,1/5/2023,124746.93,353,On Leave
354,Tirrell Bowman,Office Assistant IV,Human Resources,1/21/2024,31130.93,354,Resigned
355,Almeta Weald,Automation Specialist I,Sales,4/24/2023,135187.69,355,On Leave
356,Obediah Joinsey,Actuary,Services,4/18/2023,96206.02,356,Active
357,Pepillo Sedgemore,Help Desk Technician,Human Resources,1/11/2024,33970.44,357,Terminated
358,Erhard Wollaston,Dental Hygienist,Training,1/1/2023,34742.35,358,Active
359,Linc Raulin,Systems Administrator III,Research and Development,10/23/2023,143689.41,359,On Leave
360,Zsa zsa Patterson,Nurse,Support,2/27/2024,65129.93,360,Resigned
361,Nikolos Goody,Recruiter,Legal,5/17/2023,71538.08,361,Terminated
362,Yorgos Clyde,Systems Administrator IV,Support,7/27/2023,77739.49,362,Terminated
363,Frans De'Ath,Web Designer I,Business Development,10/23/2023,76890.49,363,On Leave
364,Tammie Acarson,Associate Professor,Sales,3/8/2023,94579.91,364,Active
365,Colette Attfield,Chief Design Engineer,Legal,1/2/2023,72655.81,365,Resigned
366,Stephine Woofenden,Senior Developer,Accounting,3/9/2023,125634.22,366,On Leave
367,Jennie Plessing,Paralegal,Marketing,2/14/2023,70202.49,367,Terminated
368,Tawsha O'Hanley,Senior Developer,Engineering,4/11/2023,52897.66,368,Active
369,Quintin Garms,Senior Cost Accountant,Services,3/10/2024,66197.51,369,Resigned
370,Natty Boriston,Business Systems Development Analyst,Accounting,2/5/2024,129940.7,370,Resigned
371,Jessamine Veck,Assistant Professor,Product Management,2/24/2024,105915.24,371,On Leave
372,Gerald Houlison,Software Test Engineer IV,Business Development,12/26/2023,57665.17,372,On Leave
373,Celinda Morsey,Speech Pathologist,Human Resources,12/20/2023,116656.49,373,Terminated
374,Gaelan Colgrave,Physical Therapy Assistant,Training,11/22/2023,104473.78,374,Resigned
375,Maribelle Ackrill,Director of Sales,Research and Development,5/24/2023,107421.11,375,Resigned
376,Waldemar Joiner,Payment Adjustment Coordinator,Engineering,11/28/2023,54081.22,376,Active
377,Toddy Terran,Computer Systems Analyst II,Product Management,4/24/2023,48087.3,377,On Leave
378,Marika Jammes,Account Executive,Business Development,1/16/2024,91535.64,378,Resigned
379,Izak Dicky,Cost Accountant,Legal,9/12/2023,135969.91,379,Terminated
380,Frankie Lyenyng,Business Systems Development Analyst,Training,10/3/2023,33495.71,380,Active
381,Noach Satchel,Librarian,Support,2/25/2024,115638.21,381,Active
382,Taffy Murch,Media Manager III,Sales,4/21/2023,38771.27,382,On Leave
383,Klement Noblett,Programmer Analyst I,Marketing,2/17/2024,81259.43,383,Resigned
384,Paxon Roll,Geological Engineer,Services,11/7/2023,73244.95,384,Active
385,Lorena Rolfini,Payment Adjustment Coordinator,Services,10/11/2023,68446.36,385,Terminated
386,Magda Tureville,Data Coordinator,Training,5/4/2023,61362.35,386,On Leave
387,Sadie Pouck,Quality Control Specialist,Research and Development,1/10/2024,48509.97,387,Active
388,Gwendolen Caldecutt,Actuary,Marketing,12/7/2023,86763.82,388,On Leave
389,Avery Shackelton,Research Assistant I,Training,3/11/2024,33152.82,389,Resigned
390,Cathe Berryman,Software Engineer I,Human Resources,3/13/2024,40333.85,390,Terminated
391,Wadsworth Daye,Financial Analyst,Research and Development,8/16/2023,94306.91,391,Active
392,Saundra Blowing,Chemical Engineer,Human Resources,3/6/2023,146663.56,392,On Leave
393,Wake Casson,Tax Accountant,Legal,7/12/2023,81604.22,393,Resigned
394,Gustaf Skeath,Speech Pathologist,Services,3/30/2023,66345.42,394,On Leave
395,Del Imos,Recruiter,Training,10/3/2023,70993.96,395,Resigned
396,Joellyn Crathorne,VP Sales,Training,11/29/2023,120810.34,396,Active
397,Gasparo Scully,Teacher,Research and Development,8/7/2023,64220.74,397,Terminated
398,Ashton Adamowitz,Administrative Officer,Services,6/10/2023,130380.96,398,Resigned
399,Trisha Cadding,Structural Engineer,Legal,1/5/2023,110995.94,399,Terminated
400,Felicity Matchell,Web Designer III,Human Resources,7/21/2023,100891.62,400,Terminated
401,Cyndi Owtram,Nurse Practicioner,Engineering,2/18/2024,69688.94,401,On Leave
402,Stirling Damant,Assistant Manager,Human Resources,7/3/2023,109798.59,402,On Leave
403,Fifi Clemendot,Electrical Engineer,Research and Development,12/26/2023,78248.94,403,Terminated
404,Michal Evett,Editor,Support,4/9/2023,88612.53,404,Terminated
405,Arleen Roelofsen,Staff Scientist,Accounting,1/13/2023,47442.55,405,Resigned
406,Idette Seear,Help Desk Operator,Engineering,6/13/2023,132386.68,406,Resigned
407,Liva Tripon,VP Marketing,Support,9/17/2023,122165.45,407,Terminated
408,Nita McGuff,Database Administrator IV,Human Resources,10/26/2023,41533.75,408,On Leave
409,Rivkah Griswaite,VP Sales,Human Resources,11/30/2023,34452.5,409,Terminated
410,Amaleta Yezafovich,Professor,Research and Development,8/1/2023,42256.99,410,On Leave
411,Adeline Ridewood,Software Test Engineer III,Business Development,3/16/2023,115273.1,411,Resigned
412,Tersina Chmarny,Structural Engineer,Engineering,1/23/2023,103072.84,412,Resigned
413,Kit Farryn,Operator,Human Resources,1/5/2023,138350.98,413,Active
414,Frayda Crilley,Nuclear Power Engineer,Services,12/1/2023,136600.79,414,On Leave
415,Aldridge Vanin,Business Systems Development Analyst,Training,10/26/2023,133014.29,415,Resigned
416,Bald Simeonov,Registered Nurse,Services,2/7/2024,83488.4,416,Active
417,Kevon Carryer,Associate Professor,Support,2/13/2023,92310.52,417,Terminated
418,Max Ellesworth,Graphic Designer,Accounting,1/23/2024,125587.73,418,Active
419,Alma Benjamin,Electrical Engineer,Human Resources,8/21/2023,72868.34,419,On Leave
420,Lyndsey Rainford,Nurse Practicioner,Human Resources,10/23/2023,125711.78,420,Terminated
421,Valaree Coopman,Account Executive,Sales,9/1/2023,95458.53,421,Terminated
422,Hamil Lightbourne,Systems Administrator II,Training,11/1/2023,70415.56,422,Resigned
423,Malena Assur,Project Manager,Research and Development,12/31/2023,45675.1,423,Resigned
424,Virge Reims,Structural Engineer,Sales,10/23/2023,80164.7,424,Resigned
425,Randene Budnik,VP Product Management,Services,3/17/2023,35568.8,425,Terminated
426,Linell Lancetter,Quality Control Specialist,Legal,7/13/2023,134759.66,426,Active
427,Inger Fairlamb,Structural Analysis Engineer,Legal,7/9/2023,31260.71,427,Active
428,Marnie Buckham,Database Administrator III,Engineering,8/11/2023,115691.29,428,Terminated
429,Vannie Slipper,Junior Executive,Business Development,5/15/2023,70734.04,429,Resigned
430,Sherye McWhirter,Budget/Accounting Analyst II,Research and Development,4/26/2023,80526.49,430,Resigned
431,Obadias Heart,Accounting Assistant I,Product Management,3/4/2024,61368.04,431,Terminated
432,Mamie Neasam,Senior Sales Associate,Business Development,4/25/2023,48495.51,432,Resigned
433,Haley Ram,Software Engineer IV,Sales,9/1/2023,83461.25,433,Active
434,Kacey Danihelka,Senior Developer,Support,6/24/2023,33338.25,434,Resigned
435,Gregorio Goodbur,Administrative Officer,Services,7/25/2023,99138.26,435,Terminated
436,Fannie McAlinion,Engineer III,Support,8/11/2023,78845.85,436,Active
437,Christoper Sigfrid,VP Accounting,Product Management,10/16/2023,70569.96,437,Active
438,Lockwood Rogan,Paralegal,Research and Development,7/2/2023,35283.88,438,Active
439,Torrey Wonham,Administrative Officer,Training,2/8/2023,73143.43,439,Active
440,Rhys Howlin,Chief Design Engineer,Training,1/8/2024,80486.17,440,On Leave
441,Roana McDermid,Cost Accountant,Training,5/14/2023,67208.46,441,Terminated
442,Joli Boss,GIS Technical Architect,Business Development,8/7/2023,76733.07,442,Resigned
443,Portie Cunrado,Tax Accountant,Legal,3/14/2024,84557.67,443,Active
444,Constancia Moralas,Recruiting Manager,Support,7/22/2023,83333.4,444,Resigned
445,Iosep Rameaux,Administrative Assistant III,Sales,4/24/2023,103368.09,445,On Leave
446,Moria Scarlon,Clinical Specialist,Sales,10/4/2023,73600.7,446,Terminated
447,Ninette Ramsdale,Director of Sales,Sales,1/5/2023,31250.01,447,On Leave
448,Hill Smeal,VP Accounting,Engineering,3/17/2023,126440.85,448,On Leave
449,Karyn Cocker,Statistician IV,Sales,9/4/2023,53470.27,449,Terminated
450,Mariele Simacek,Senior Cost Accountant,Business Development,12/23/2023,86123.06,450,Resigned
451,Gaynor Kalvin,Administrative Assistant I,Business Development,12/28/2023,78665.79,451,Terminated
452,Cal Hardi,Software Consultant,Human Resources,3/6/2024,96503.77,452,On Leave
453,Pete Slayford,Accounting Assistant IV,Research and Development,9/28/2023,107343.0,453,Active
454,Rahal Churchward,Accounting Assistant I,Product Management,11/12/2023,74229.21,454,Resigned
455,Iago Phizacklea,Research Assistant IV,Business Development,8/28/2023,120992.95,455,Resigned
456,Kiersten Joynt,Administrative Assistant II,Sales,8/15/2023,40524.51,456,Terminated
457,Salomo Filipczynski,Web Designer III,Sales,6/1/2023,125694.23,457,On Leave
458,Kristy Kamenar,VP Product Management,Product Management,5/8/2023,99424.37,458,Resigned
459,Barr Zanutti,Civil Engineer,Accounting,1/1/2023,138154.88,459,Resigned
460,Morganica Benko,Financial Advisor,Accounting,6/18/2023,75673.74,460,Resigned
461,Mord Blaxland,Mechanical Systems Engineer,Research and Development,7/10/2023,73988.31,461,On Leave
462,Mohammed Stilwell,Sales Associate,Business Development,9/25/2023,60342.23,462,Active
463,Bambie Danshin,Software Test Engineer IV,Sales,6/17/2023,148685.4,463,On Leave
464,Daniel Chard,Dental Hygienist,Engineering,9/2/2023,34012.63,464,Terminated
465,Nat Cawte,Software Engineer I,Engineering,1/5/2024,86560.16,465,Resigned
466,Bonny Birchill,Statistician I,Human Resources,3/13/2024,128025.83,466,Resigned
467,Zolly Grimble,Internal Auditor,Legal,2/11/2023,97110.3,467,Resigned
468,Antonetta Quan,Junior Executive,Business Development,2/14/2023,123221.81,468,On Leave
469,Milly Dadd,Clinical Specialist,Research and Development,1/15/2023,69175.95,469,Terminated
470,Modesty Simnel,Web Designer III,Services,7/9/2023,32698.82,470,Active
471,Marwin Urey,Recruiting Manager,Legal,8/24/2023,128028.86,471,Resigned
472,Brandi Estcot,Registered Nurse,Accounting,7/7/2023,111185.66,472,Terminated
473,Terra Mathie,Account Representative IV,Research and Development,2/12/2024,59121.38,473,Terminated
474,Brena Blancowe,Recruiting Manager,Sales,1/2/2023,66026.22,474,Resigned
475,Brockie Catteroll,Project Manager,Engineering,1/4/2023,64219.64,475,Terminated
476,Zachery Morphet,Legal Assistant,Engineering,4/2/2023,124159.45,476,On Leave
477,Hermon Gayton,VP Accounting,Services,2/23/2024,70479.18,477,Active
478,Sonia MacNeil,Web Developer II,Research and Development,6/14/2023,58083.5,478,Active
479,Oralia Kernell,Structural Analysis Engineer,Sales,10/7/2023,58137.81,479,Active
480,Josephine Zmitrichenko,VP Quality Control,Legal,7/10/2023,43502.67,480,On Leave
481,Leda Hillitt,Operator,Marketing,3/13/2023,146477.61,481,On Leave
482,Min Buist,Account Executive,Marketing,7/2/2023,40712.2,482,On Leave
483,Torey Beat,Marketing Manager,Support,5/29/2023,129345.22,483,Terminated
484,Garwin Guwer,Mechanical Systems Engineer,Legal,12/18/2023,125998.54,484,Resigned
485,Kenon Boutton,Recruiter,Engineering,9/11/2023,74899.9,485,Active
486,Netti Edgett,Nurse,Human Resources,8/22/2023,142277.13,486,Terminated
487,Brear Sherebrook,Executive Secretary,Services,5/19/2023,34736.62,487,On Leave
488,Katalin Croxon,Teacher,Training,10/10/2023,148393.18,488,Resigned
489,Mirella Kaspar,Cost Accountant,Business Development,12/5/2023,139512.16,489,Resigned
490,Raoul Duncanson,Senior Cost Accountant,Support,3/10/2023,42463.0,490,Active
491,Valera Romagosa,Senior Sales Associate,Services,4/22/2023,40110.53,491,Active
492,Timothea Raeside,GIS Technical Architect,Human Resources,2/28/2024,146004.84,492,Resigned
493,Tedd Stebles,Recruiting Manager,Support,5/25/2023,137784.11,493,Terminated
494,Bradan Hawford,Biostatistician I,Training,2/12/2023,98583.49,494,Active
495,Eugen Swett,Quality Engineer,Engineering,5/26/2023,126506.71,495,Active
496,Nil Dormand,Geological Engineer,Accounting,2/26/2024,122400.56,496,Terminated
497,Arielle Landre,Speech Pathologist,Human Resources,2/4/2023,41456.87,497,Active
498,Monte Ould,Sales Representative,Engineering,3/6/2024,129278.0,498,On Leave
499,Heath Willers,Registered Nurse,Engineering,2/5/2024,119922.65,499,On Leave
500,Shannah Seyers,Director of Sales,Legal,6/16/2023,131729.25,500,Resigned
501,Gabe Titchener,Nurse,Legal,6/23/2023,142083.1,501,On Leave
502,Wallis Prys,Electrical Engineer,Business Development,1/9/2023,99455.56,502,Active
503,Emmy Ginity,Sales Representative,Training,9/29/2023,137021.85,503,On Leave
504,Enrique Oen,Recruiting Manager,Support,11/2/2023,52659.86,504,On Leave
505,Dominique Nurcombe,VP Quality Control,Accounting,2/15/2023,140836.2,505,Resigned
506,Cart Harvey,Legal Assistant,Support,10/16/2023,133542.86,506,On Leave
507,Page Dewsbury,Nuclear Power Engineer,Support,2/7/2023,137362.0,507,Resigned
508,Hana Rennebeck,Administrative Officer,Research and Development,4/5/2023,96673.09,508,Active
509,Yvor O'Corrigane,Business Systems Development Analyst,Support,12/6/2023,100705.03,509,Terminated
510,Regen Goodee,Software Engineer I,Services,1/18/2024,33611.66,510,On Leave
511,Christoforo Hanbury-Brown,Software Consultant,Legal,5/27/2023,72535.16,511,On Leave
512,Joannes Kurth,GIS Technical Architect,Sales,12/6/2023,83612.86,512,On Leave
513,Darbie Morfett,Social Worker,Services,8/23/2023,147615.98,513,Terminated
514,Vivien Ropkes,Legal Assistant,Accounting,1/27/2023,48680.23,514,Active
515,Emmie Fruin,Chemical Engineer,Engineering,2/3/2024,142897.07,515,Active
516,Herrick Petris,Computer Systems Analyst I,Legal,10/19/2023,92787.84,516,Resigned
517,Florenza Roder,Safety Technician III,Human Resources,3/18/2023,52045.26,517,On Leave
518,Hoyt Taggert,Dental Hygienist,Services,11/7/2023,56364.61,518,Resigned
519,Jdavie Gayle,Civil Engineer,Accounting,12/21/2023,60801.68,519,Resigned
520,Piper Stubbs,Analog Circuit Design manager,Engineering,2/14/2023,132526.23,520,Active
521,Rudolfo Lukacs,Recruiting Manager,Accounting,5/27/2023,99492.61,521,Terminated
522,Daffi Maric,Automation Specialist II,Accounting,1/27/2024,124237.07,522,Resigned
523,Vanna Edghinn,Software Consultant,Support,12/12/2023,70050.64,523,Active
524,Tam Hoy,Editor,Support,11/16/2023,65048.02,524,Active
525,Eustacia Trillo,Quality Control Specialist,Product Management,7/14/2023,118564.47,525,Resigned
526,Dar De Mitri,Research Nurse,Marketing,12/9/2023,69026.95,526,Terminated
527,Mignonne Greenmon,Computer Systems Analyst IV,Marketing,7/6/2023,59420.08,527,Active
528,Tommy Leopard,Teacher,Training,4/1/2023,118329.29,528,Resigned
529,Monica Pleming,Web Designer IV,Business Development,5/18/2023,120245.99,529,Terminated
530,Pearl Graffham,Paralegal,Services,3/1/2023,122281.07,530,On Leave
531,Horst Larne,Engineer IV,Human Resources,5/10/2023,31061.25,531,On Leave
532,Cash Keenan,Senior Cost Accountant,Human Resources,11/12/2023,119582.36,532,Terminated
533,Marilyn Boskell,Help Desk Operator,Accounting,11/16/2023,117932.72,533,Resigned
534,Gallard Nealey,Clinical Specialist,Product Management,8/23/2023,103903.87,534,On Leave
535,Pavel Presland,Registered Nurse,Accounting,5/6/2023,110899.87,535,Terminated
536,Claudina Larrett,Dental Hygienist,Research and Development,2/2/2024,109833.81,536,Active
537,Eugenio Stilly,Accounting Assistant I,Accounting,2/9/2024,102665.76,537,On Leave
538,Corbin Trattles,Project Manager,Legal,6/3/2023,64966.86,538,Resigned
539,Cobbie Antonchik,Web Developer IV,Research and Development,3/10/2024,90697.37,539,Terminated
540,Malachi Taig,Information Systems Manager,Accounting,5/7/2023,142364.01,540,Active
541,Marika Natwick,Registered Nurse,Business Development,12/11/2023,148321.56,541,Active
542,Adelheid Spindler,Product Engineer,Business Development,7/26/2023,124876.55,542,On Leave
543,Marrilee Cherrison,Nurse,Training,2/28/2023,114268.82,543,On Leave
544,Essy Mattiello,Occupational Therapist,Services,1/18/2023,147412.66,544,Terminated
545,Paulina Basant,Research Associate,Human Resources,5/29/2023,57165.88,545,Active
546,Idette Faircloth,Quality Engineer,Product Management,8/12/2023,142028.65,546,Terminated
547,Wilfred Mulhall,Assistant Manager,Business Development,3/12/2024,66627.23,547,Terminated
548,Juditha Andreucci,Project Manager,Support,10/15/2023,129865.62,548,Terminated
549,Binky Larose,Data Coordinator,Engineering,12/5/2023,65980.17,549,Terminated
550,Ricky Moxham,Research Associate,Sales,2/10/2023,72066.59,550,On Leave
551,Pet Kennifick,Desktop Support Technician,Sales,3/7/2023,82258.2,551,Active
552,Kathlin Moxson,Accounting Assistant I,Services,3/22/2023,125228.21,552,Active
553,Brigid Colleran,Environmental Specialist,Sales,7/15/2023,88151.14,553,Resigned
554,Malanie Ollenbuttel,Compensation Analyst,Legal,10/2/2023,59549.42,554,On Leave
555,Chane Bentje,Senior Developer,Sales,7/12/2023,66996.83,555,On Leave
556,Roby Giamuzzo,Computer Systems Analyst III,Research and Development,6/5/2023,32814.03,556,Terminated
557,Perri Speechly,GIS Technical Architect,Legal,2/7/2023,34688.54,557,Terminated
558,Tedmund Houchin,Accounting Assistant III,Legal,5/1/2023,31529.38,558,On Leave
559,Heinrik Mapledoore,Senior Cost Accountant,Legal,3/24/2023,107016.3,559,Terminated
560,Tasha Ponder,Dental Hygienist,Accounting,7/24/2023,86800.36,560,Active
561,Randa Zanioletti,Product Engineer,Marketing,7/3/2023,73982.64,561,Active
562,Court Humerstone,Statistician I,Training,10/17/2023,139852.29,562,Active
563,Timothea Astles,Systems Administrator III,Research and Development,7/4/2023,142676.47,563,Active
564,Daisi Menchenton,Payment Adjustment Coordinator,Accounting,12/6/2023,63327.08,564,Resigned
565,Hodge Riguard,Tax Accountant,Legal,11/5/2023,128049.63,565,Active
566,Melisenda Lebel,Nurse Practicioner,Training,1/19/2024,54502.07,566,Terminated
567,Cary Pimme,Research Nurse,Sales,11/24/2023,108146.57,567,Terminated
568,Adelle Caplen,Data Coordinator,Training,8/26/2023,42834.63,568,Terminated
569,Neall Downes,Civil Engineer,Training,11/27/2023,120048.19,569,Terminated
570,Evangeline Brosi,Quality Engineer,Engineering,6/14/2023,61351.57,570,On Leave
571,Rickert Frankis,Operator,Business Development,1/30/2023,47084.59,571,Resigned
572,Delbert Slaten,Senior Quality Engineer,Sales,3/23/2023,60400.43,572,On Leave
573,Wallis Becraft,Staff Scientist,Business Development,10/14/2023,125435.86,573,Resigned
574,Kayla Pirri,Systems Administrator III,Services,5/1/2023,144378.1,574,Terminated
575,Karl Batistelli,Account Representative IV,Research and Development,2/11/2023,138828.73,575,Resigned
576,Robinetta Stille,Senior Developer,Legal,5/24/2023,38650.91,576,Terminated
577,Eachelle Levicount,Assistant Media Planner,Human Resources,6/5/2023,46673.0,577,Active
578,Thaddus Seaward,Nurse Practicioner,Research and Development,5/14/2023,104073.7,578,Resigned
579,Wyatt Melley,Environmental Tech,Human Resources,3/25/2023,146286.98,579,Resigned
580,Chip Phelips,Senior Editor,Legal,11/16/2023,52768.21,580,Resigned
581,Rog Haskayne,Marketing Manager,Services,12/12/2023,52666.1,581,Resigned
582,Myrta Gauvain,Associate Professor,Legal,7/28/2023,45668.68,582,Active
583,Conny Caslett,Information Systems Manager,Sales,4/11/2023,57121.48,583,Resigned
584,Thomasin Pedrick,Data Coordinator,Services,11/12/2023,59087.46,584,On Leave
585,Torrance Judd,Civil Engineer,Legal,2/15/2023,146413.96,585,Active
586,Anatole Gutridge,Product Engineer,Services,7/20/2023,64701.29,586,Active
587,Zelda Ivanishev,Research Associate,Product Management,7/11/2023,68818.35,587,On Leave
588,Stacy Files,General Manager,Engineering,3/27/2023,46095.99,588,On Leave
589,Maighdiln May,Clinical Specialist,Marketing,3/31/2023,94389.1,589,On Leave
590,Page McClelland,Nuclear Power Engineer,Sales,3/8/2024,101496.65,590,On Leave
591,Modestia Petrichat,Database Administrator II,Accounting,11/9/2023,130530.94,591,On Leave
592,Friedrich Freezor,Desktop Support Technician,Support,6/29/2023,115884.04,592,Active
593,Heinrick Ritmeyer,Nuclear Power Engineer,Business Development,10/9/2023,74065.2,593,Active
594,Alley Keslake,Junior Executive,Research and Development,11/10/2023,132102.2,594,On Leave
595,Johann Ferretti,Accounting Assistant I,Services,2/23/2024,143144.64,595,Resigned
596,Pansy Budd,Civil Engineer,Legal,11/19/2023,118133.52,596,Resigned
597,Jobie O'Shavlan,General Manager,Business Development,2/26/2023,64187.45,597,Resigned
598,Ardith McKeaney,Research Nurse,Training,1/5/2023,51156.3,598,On Leave
599,Ardelis Turgoose,Senior Financial Analyst,Sales,12/8/2023,149215.88,599,Active
600,Linea Liversley,Cost Accountant,Sales,3/5/2023,137924.35,600,Active
601,Shandra Cornejo,Desktop Support Technician,Services,7/7/2023,98896.72,601,Terminated
602,Hussein Skillington,Registered Nurse,Engineering,10/27/2023,84753.33,602,Terminated
603,Glynnis Ker,Actuary,Product Management,3/21/2023,95966.95,603,Resigned
604,Anneliese Armitt,Environmental Specialist,Engineering,5/4/2023,53416.45,604,On Leave
605,Sonja Habbes,VP Marketing,Engineering,2/1/2023,43017.48,605,On Leave
606,Tine Brandom,Human Resources Manager,Product Management,1/12/2024,58341.86,606,Active
607,Austen Yemm,Legal Assistant,Sales,3/19/2023,74171.63,607,Terminated
608,Emlyn Allans,Food Chemist,Product Management,6/7/2023,35597.56,608,Resigned
609,Vittoria Sutherden,Executive Secretary,Sales,3/5/2023,126093.64,609,Active
610,Edd Wheelband,Professor,Marketing,5/21/2023,101135.89,610,On Leave
611,Ara Snedker,Accountant IV,Legal,9/5/2023,99353.66,611,Terminated
612,Wolfie Samet,Occupational Therapist,Legal,7/8/2023,71421.61,612,Active
613,Joshuah Stirton,Pharmacist,Accounting,2/13/2024,136960.73,613,On Leave
614,Ker Halfhead,Teacher,Training,3/18/2023,108288.81,614,On Leave
615,Amalle Jordin,Food Chemist,Support,2/1/2024,53378.25,615,On Leave
616,Thane MacLise,Editor,Support,11/27/2023,110089.96,616,Resigned
617,Emmanuel Wetter,Staff Accountant IV,Sales,10/17/2023,132745.64,617,Terminated
618,Jo-ann Redpath,Data Coordinator,Engineering,7/3/2023,149922.55,618,Active
619,Alta Littell,Product Engineer,Engineering,6/3/2023,103062.62,619,On Leave
620,Broderic Ondrus,Sales Associate,Services,7/7/2023,61963.12,620,Resigned
621,Michaeline Rawcliff,Help Desk Technician,Accounting,3/11/2024,146820.97,621,On Leave
622,Trude Kobelt,Senior Quality Engineer,Legal,3/6/2023,129870.89,622,Terminated
623,Barret Cuseck,Senior Cost Accountant,Support,8/20/2023,66364.09,623,On Leave
624,Tobin Van,VP Accounting,Accounting,9/9/2023,45701.83,624,Terminated
625,Genvieve Seignior,Human Resources Manager,Engineering,12/12/2023,110175.52,625,Active
626,Darlene Monckman,Senior Quality Engineer,Marketing,9/20/2023,46364.42,626,Resigned
627,Blanche Byng,Software Test Engineer II,Services,6/1/2023,92880.37,627,On Leave
628,Maribelle Littefair,Health Coach III,Human Resources,11/18/2023,115506.85,628,On Leave
629,Tabbie Connors,Technical Writer,Research and Development,9/11/2023,127671.33,629,Resigned
630,Corene Gillise,Mechanical Systems Engineer,Product Management,7/16/2023,118992.84,630,Resigned
631,Teresina Lake,Senior Cost Accountant,Services,5/4/2023,129837.66,631,On Leave
632,Alvina Whether,Pharmacist,Accounting,1/9/2023,133791.62,632,Resigned
633,Tina Kytter,Product Engineer,Training,1/2/2024,123370.61,633,Active
634,Penelopa Kellet,Administrative Assistant III,Support,3/20/2023,97621.88,634,On Leave
635,Quentin Rosenzveig,Quality Control Specialist,Engineering,7/24/2023,135997.66,635,On Leave
636,Dominick Riddeough,Research Associate,Marketing,12/17/2023,56772.86,636,Active
637,Amy Laydon,Web Developer III,Services,9/6/2023,53195.04,637,Active
638,Guglielma Lenoir,Graphic Designer,Human Resources,10/11/2023,79422.34,638,On Leave
639,Arleen Clegg,Operator,Business Development,12/19/2023,115829.36,639,Resigned
640,Gail Martynov,Marketing Manager,Engineering,2/1/2023,60995.13,640,Terminated
641,Philomena Coppock.,Account Executive,Services,9/6/2023,102597.82,641,Active
642,Erena Ahlf,Sales Associate,Human Resources,5/12/2023,99836.13,642,On Leave
643,Thoma Culshew,Administrative Assistant IV,Human Resources,8/24/2023,65819.11,643,On Leave
644,Karine Cellier,Teacher,Sales,7/1/2023,124455.15,644,Resigned
645,Zachariah Chaudron,Teacher,Accounting,7/31/2023,71830.2,645,Active
646,Nicolette Larcier,VP Marketing,Business Development,10/4/2023,39398.93,646,Active
647,Cherry Le feuvre,Human Resources Assistant I,Legal,4/11/2023,139073.9,647,Active
648,Vail Venables,Teacher,Business Development,9/2/2023,47913.31,648,Terminated
649,Norma Le Jean,Project Manager,Business Development,9/1/2023,49688.72,649,Resigned
650,Philis Pavek,Speech Pathologist,Support,3/28/2023,52314.7,650,Resigned
651,Carter Malarkey,Administrative Assistant III,Legal,2/28/2023,120648.01,651,On Leave
652,Torrin Wieprecht,Speech Pathologist,Human Resources,5/25/2023,105703.02,652,Resigned
653,Marillin Harfleet,Database Administrator I,Support,2/29/2024,92758.51,653,Active
654,Gerek Cardwell,Financial Advisor,Training,10/10/2023,102338.9,654,Active
655,Mathias Jakobsson,Teacher,Services,3/10/2024,134764.37,655,Terminated
