customer_id,car_make,car_model,lease_start_date,lease_end_date,monthly_payment,insurance_provider,driver_license_number
355,Chevrolet,Sportvan G10,1/17/2023,10/20/2025,969.01,Progressive,555555555
356,Volkswagen,Golf,8/7/2023,9/20/2025,790.15,Progressive,987654321
357,Land Rover,Discovery,2/17/2023,4/2/2025,397.07,State Farm,555555555
358,Oldsmobile,88,3/4/2023,9/25/2025,599.68,Geico,123456789
359,Dodge,Ram Van 2500,10/16/2023,1/7/2025,905.91,Geico,555555555
360,Buick,Regal,8/3/2023,5/25/2025,636.07,State Farm,123456789
361,Pontiac,Torrent,5/27/2023,11/25/2025,418.54,Progressive,555555555
362,Plymouth,Sundance,5/20/2023,3/4/2025,758.48,Progressive,123456789
363,Honda,Civic,2/28/2023,12/14/2025,513.74,State Farm,987654321
364,Mazda,B-Series,11/26/2023,3/31/2025,174.5,Geico,555555555
365,Honda,CR-V,8/16/2023,4/24/2025,377.51,Progressive,555555555
366,Pontiac,Trans Sport,11/5/2023,12/23/2025,606.34,State Farm,555555555
367,Mazda,Miata MX-5,4/28/2023,3/12/2025,588.33,Geico,555555555
368,Mercury,Topaz,6/10/2023,4/19/2025,982.65,State Farm,123456789
369,Volvo,C70,1/29/2023,3/31/2025,530.66,Progressive,987654321
370,Toyota,TundraMax,5/31/2023,10/27/2025,667.38,Geico,987654321
371,GMC,Savana 3500,11/26/2023,10/2/2025,202.42,State Farm,123456789
372,Honda,del Sol,3/14/2023,7/9/2025,333.98,Geico,987654321
373,Lincoln,Town Car,12/1/2023,3/31/2025,875.33,State Farm,555555555
374,Nissan,Frontier,8/30/2023,2/16/2025,812.73,State Farm,123456789
375,Mercury,Tracer,3/22/2023,6/7/2025,813.06,Progressive,123456789
376,Volkswagen,Passat,9/16/2023,2/23/2025,895.95,State Farm,987654321
377,BMW,5 Series,12/12/2023,1/30/2025,956.66,State Farm,987654321
378,Hyundai,XG350,11/6/2023,11/15/2025,326.75,Progressive,555555555
379,Hyundai,Santa Fe,5/5/2023,4/29/2025,737.09,Progressive,987654321
380,Mercury,Topaz,7/30/2023,1/19/2025,407.43,Progressive,123456789
381,Cadillac,Seville,9/29/2023,7/18/2025,887.32,State Farm,123456789
382,Ford,Ranger,5/5/2023,7/12/2025,790.84,Progressive,123456789
383,Volvo,C70,5/17/2023,9/15/2025,556.41,Progressive,123456789
384,Lexus,ES,7/7/2023,7/17/2025,492.17,Geico,123456789
385,Toyota,RAV4,9/12/2023,3/11/2025,757.43,Geico,987654321
386,Mazda,626,8/27/2023,7/2/2025,840.33,Geico,555555555
387,MINI,Clubman,12/13/2023,7/4/2025,648.48,State Farm,555555555
388,Nissan,370Z,8/25/2023,9/11/2025,182.51,Progressive,987654321
389,Mercedes-Benz,SLR McLaren,7/12/2023,7/5/2025,459.54,Progressive,555555555
390,Toyota,Celica,5/28/2023,12/16/2025,729.29,State Farm,987654321
391,GMC,Acadia,12/18/2023,5/24/2025,259.28,State Farm,987654321
392,Suzuki,Grand Vitara,5/3/2023,12/19/2025,116.37,Geico,987654321
393,Lincoln,MKX,10/24/2023,9/15/2025,926.2,Geico,555555555
394,Saturn,Aura,3/15/2023,10/15/2025,843.04,Progressive,123456789
395,Chrysler,Voyager,6/25/2023,3/30/2025,664.73,Geico,123456789
396,Honda,Accord,9/6/2023,2/22/2025,370.71,Geico,555555555
397,Dodge,Charger,7/8/2023,8/30/2025,667.23,Progressive,987654321
398,Buick,Coachbuilder,5/30/2023,4/24/2025,863.18,State Farm,987654321
399,Porsche,Carrera GT,2/22/2023,9/28/2025,359.75,Progressive,123456789
400,Honda,CR-V,9/16/2023,6/19/2025,713.27,Geico,555555555
401,Mitsubishi,Montero,2/10/2023,9/30/2025,962.71,Progressive,987654321
402,Jeep,Wrangler,10/14/2023,4/15/2025,168.86,State Farm,987654321
403,Chevrolet,Silverado 2500,10/22/2023,1/4/2025,836.32,Geico,987654321
404,Chevrolet,Avalanche 2500,1/9/2023,7/28/2025,587.51,State Farm,987654321
405,MINI,Cooper Clubman,2/19/2023,10/12/2025,916.25,State Farm,123456789
406,Mazda,Mazdaspeed 3,12/19/2023,2/20/2025,268.14,Geico,123456789
407,Audi,Coupe GT,10/15/2023,10/4/2025,404.23,Progressive,123456789
408,Alfa Romeo,164,11/22/2023,3/20/2025,721.41,Progressive,555555555
409,Plymouth,Voyager,7/13/2023,10/14/2025,271.39,Progressive,987654321
410,Toyota,Highlander Hybrid,11/12/2023,12/5/2025,242.02,State Farm,987654321
411,Cadillac,Escalade ESV,9/8/2023,1/11/2025,700.66,Geico,987654321
412,Ford,F150,6/8/2023,11/14/2025,564.62,Geico,555555555
413,Mitsubishi,Expo LRV,8/19/2023,8/20/2025,511.08,State Farm,555555555
414,Aston Martin,DB9,9/11/2023,7/21/2025,621.75,Progressive,123456789
415,Pontiac,Grand Prix,1/13/2023,4/6/2025,560.71,Progressive,987654321
416,Mitsubishi,Eclipse,12/18/2023,4/11/2025,924.96,Progressive,123456789
417,Honda,S2000,7/30/2023,11/21/2025,831.7,Geico,555555555
418,Suzuki,XL7,9/7/2023,1/1/2025,638.98,Progressive,123456789
419,Mitsubishi,Outlander,7/18/2023,6/20/2025,439.91,Progressive,123456789
420,Lexus,GS,3/16/2023,5/11/2025,973.86,Geico,987654321
421,Cadillac,DeVille,7/14/2023,8/12/2025,559.35,Progressive,123456789
422,Ford,Aerostar,10/27/2023,4/1/2025,408.26,Geico,123456789
423,Volvo,S80,4/28/2023,11/10/2025,984.39,State Farm,987654321
424,Honda,Civic Si,7/14/2023,5/26/2025,171.37,State Farm,555555555
425,Dodge,Charger,8/2/2023,3/24/2025,460.36,State Farm,555555555
426,Infiniti,Q,7/18/2023,3/16/2025,313.38,State Farm,123456789
427,Isuzu,Hombre,5/18/2023,1/21/2025,628.18,Geico,987654321
428,Volvo,S70,9/27/2023,7/7/2025,964.33,Geico,555555555
429,Honda,S2000,6/13/2023,5/4/2025,611.8,State Farm,123456789
430,Subaru,Impreza WRX,7/5/2023,7/8/2025,101.69,State Farm,555555555
431,Porsche,928,4/18/2023,1/4/2025,719.88,State Farm,987654321
432,Mitsubishi,Mirage,1/11/2023,12/26/2025,247.0,Geico,555555555
433,Mercury,Grand Marquis,3/19/2023,2/12/2025,444.77,Geico,987654321
434,Hyundai,Sonata,9/15/2023,8/22/2025,619.36,Progressive,555555555
435,Dodge,Ram 2500,8/15/2023,10/14/2025,714.76,Geico,555555555
436,Mazda,Mazda2,4/19/2023,1/16/2025,241.9,State Farm,987654321
437,Nissan,Xterra,4/23/2023,1/17/2025,636.28,Progressive,123456789
438,Buick,Roadmaster,10/26/2023,9/11/2025,553.19,State Farm,555555555
439,Volkswagen,Passat,8/10/2023,7/18/2025,863.61,Geico,987654321
440,Suzuki,Swift,7/25/2023,1/10/2025,605.81,Geico,123456789
441,Volkswagen,GTI,8/3/2023,5/5/2025,936.71,State Farm,123456789
442,Dodge,Caliber,12/20/2023,11/8/2025,615.59,State Farm,987654321
443,Honda,CR-V,3/28/2023,10/8/2025,942.37,State Farm,123456789
444,Ford,F-Series,7/7/2023,6/12/2025,629.67,Progressive,555555555
445,Ford,F350,6/16/2023,12/6/2025,584.27,Progressive,123456789
446,Ford,Focus,9/19/2023,7/9/2025,197.11,State Farm,555555555
447,Lamborghini,Murciélago,8/19/2023,1/23/2025,223.0,Progressive,555555555
448,BMW,M5,1/17/2023,2/16/2025,925.57,State Farm,123456789
449,Dodge,Intrepid,7/19/2023,2/15/2025,693.07,State Farm,987654321
450,Dodge,Ram 1500 Club,1/1/2023,5/11/2025,598.38,Geico,555555555
451,Honda,Civic,9/20/2023,3/1/2025,867.12,Progressive,987654321
452,Dodge,Nitro,4/3/2023,9/28/2025,135.09,Progressive,555555555
453,Mercedes-Benz,E-Class,10/27/2023,12/10/2025,884.14,State Farm,123456789
454,Ford,F350,7/19/2023,7/23/2025,876.41,State Farm,987654321
455,Nissan,Pathfinder,9/20/2023,12/13/2025,897.26,Geico,555555555
456,Mazda,Protege,2/23/2023,6/15/2025,991.56,State Farm,555555555
457,Audi,Coupe Quattro,8/15/2023,9/1/2025,817.41,Geico,987654321
458,Pontiac,Chevette,4/26/2023,5/11/2025,215.83,Progressive,987654321
459,Chrysler,Sebring,12/26/2023,3/26/2025,465.1,State Farm,987654321
460,Isuzu,VehiCROSS,7/24/2023,9/29/2025,252.72,Progressive,123456789
461,Chevrolet,Suburban 1500,7/10/2023,7/19/2025,695.3,State Farm,987654321
462,Toyota,Celica,12/29/2023,8/15/2025,674.9,State Farm,123456789
463,Mazda,323,4/24/2023,10/17/2025,410.27,Progressive,987654321
464,Hyundai,Sonata,6/20/2023,5/27/2025,687.83,State Farm,123456789
465,Toyota,Camry Hybrid,10/2/2023,11/17/2025,469.54,Progressive,555555555
466,Isuzu,Rodeo Sport,10/22/2023,10/13/2025,895.29,State Farm,123456789
467,Mercury,Mountaineer,10/3/2023,12/12/2025,672.01,Progressive,987654321
468,Audi,S8,9/16/2023,10/15/2025,423.68,Geico,555555555
469,Toyota,Avalon,9/26/2023,3/1/2025,526.92,Geico,123456789
470,Honda,CR-V,1/20/2023,1/9/2025,313.11,Progressive,987654321
471,Chrysler,Sebring,8/16/2023,2/23/2025,870.21,State Farm,555555555
472,Scion,xB,7/20/2023,11/10/2025,444.63,State Farm,987654321
473,Volkswagen,Vanagon,7/2/2023,11/20/2025,335.81,Progressive,123456789
474,Rolls-Royce,Phantom,7/21/2023,11/9/2025,622.58,Progressive,555555555
475,Land Rover,Range Rover,11/2/2023,7/24/2025,676.17,Progressive,123456789
476,Dodge,Dakota Club,5/29/2023,6/23/2025,151.84,Geico,555555555
477,Chevrolet,1500,1/15/2023,10/6/2025,295.96,Progressive,987654321
478,Cadillac,STS-V,10/16/2023,3/28/2025,897.39,Progressive,123456789
479,BMW,M5,5/29/2023,11/21/2025,470.41,Geico,987654321
480,Volkswagen,Touareg 2,9/11/2023,9/30/2025,719.94,Geico,555555555
481,Chevrolet,HHR,11/23/2023,3/13/2025,138.98,State Farm,987654321
482,Pontiac,Montana,4/18/2023,6/20/2025,450.96,Progressive,123456789
483,Ford,F350,9/10/2023,3/10/2025,897.38,Geico,123456789
484,Ford,Crown Victoria,6/23/2023,5/19/2025,135.53,State Farm,987654321
485,Nissan,Titan,3/26/2023,1/16/2025,565.28,State Farm,987654321
486,BMW,7 Series,11/2/2023,8/6/2025,233.43,Geico,555555555
487,Cadillac,CTS-V,7/14/2023,7/7/2025,997.16,State Farm,123456789
488,Mercedes-Benz,Sprinter 3500,9/2/2023,11/23/2025,235.6,Progressive,987654321
489,Dodge,Ram 1500 Club,6/24/2023,6/12/2025,656.07,Progressive,555555555
490,Volkswagen,Golf,5/24/2023,4/14/2025,455.11,State Farm,987654321
491,GMC,Yukon,7/6/2023,3/2/2025,551.62,State Farm,987654321
492,Morgan,Aero 8,10/6/2023,10/21/2025,738.43,Geico,987654321
493,Subaru,Forester,7/19/2023,1/7/2025,297.75,State Farm,987654321
494,Jeep,Wrangler,5/19/2023,11/30/2025,955.1,Geico,123456789
495,Lexus,LS,5/29/2023,12/7/2025,745.71,Progressive,555555555
496,Mitsubishi,Eclipse,2/24/2023,12/23/2025,863.82,State Farm,987654321
497,Aston Martin,Virage,7/18/2023,10/3/2025,722.91,Geico,555555555
498,Lotus,Esprit,12/21/2023,1/12/2025,703.09,State Farm,555555555
499,Buick,Riviera,1/31/2023,4/22/2025,609.88,State Farm,555555555
500,Lincoln,Town Car,5/24/2023,3/22/2025,159.29,Geico,987654321
501,Daewoo,Leganza,12/6/2023,10/6/2025,123.99,Geico,555555555
502,Chrysler,Fifth Ave,1/21/2023,5/13/2025,560.37,Geico,123456789
503,Volkswagen,Corrado,9/7/2023,5/23/2025,879.84,State Farm,987654321
504,Rolls-Royce,Phantom,10/26/2023,11/19/2025,953.95,Progressive,123456789
505,Dodge,D350 Club,1/2/2023,4/9/2025,753.92,State Farm,987654321
506,Lexus,ES,8/28/2023,4/24/2025,291.57,State Farm,987654321
507,Ford,E-Series,6/16/2023,12/1/2025,726.28,State Farm,555555555
508,Dodge,Intrepid,5/9/2023,8/21/2025,556.21,Progressive,123456789
509,Isuzu,Rodeo,12/17/2023,11/11/2025,301.44,Progressive,123456789
510,Nissan,Maxima,10/21/2023,9/13/2025,497.51,Geico,123456789
511,Acura,Integra,8/25/2023,12/27/2025,638.82,State Farm,555555555
512,Mazda,B-Series,5/28/2023,12/25/2025,575.04,Geico,555555555
513,Chevrolet,Sportvan G30,8/15/2023,12/10/2025,574.73,State Farm,987654321
514,GMC,Savana 1500,11/13/2023,2/8/2025,382.05,Progressive,123456789
515,Dodge,Viper,7/27/2023,10/13/2025,564.41,State Farm,555555555
516,Mercury,Mariner,7/13/2023,3/17/2025,403.02,State Farm,555555555
517,Toyota,Xtra,12/21/2023,12/14/2025,234.87,Geico,123456789
518,Acura,RL,12/18/2023,10/13/2025,251.74,Progressive,987654321
519,Mercedes-Benz,GL-Class,5/6/2023,11/20/2025,474.0,State Farm,555555555
520,Chevrolet,Colorado,12/21/2023,3/27/2025,158.72,State Farm,555555555
521,Cadillac,XLR,2/10/2023,4/15/2025,387.18,State Farm,987654321
522,GMC,Sierra 3500,9/21/2023,5/10/2025,806.57,State Farm,987654321
523,Honda,Pilot,8/9/2023,6/13/2025,445.23,Geico,555555555
524,BMW,M5,11/6/2023,4/2/2025,293.62,Progressive,123456789
525,Acura,Legend,1/29/2023,5/30/2025,967.1,Progressive,555555555
526,Ford,Thunderbird,6/12/2023,1/25/2025,536.49,State Farm,987654321
527,Audi,RS 6,8/15/2023,3/4/2025,272.43,State Farm,555555555
528,Buick,Riviera,1/1/2023,9/7/2025,941.41,State Farm,987654321
529,Hummer,H2,9/19/2023,4/18/2025,216.25,State Farm,987654321
530,Buick,Century,3/15/2023,7/29/2025,581.08,Progressive,123456789
531,Dodge,Caravan,9/10/2023,10/29/2025,567.99,State Farm,987654321
532,Hyundai,Veracruz,2/16/2023,10/27/2025,472.86,Geico,987654321
533,Hyundai,Accent,9/18/2023,7/1/2025,234.19,Progressive,555555555
534,BMW,3 Series,7/13/2023,4/26/2025,450.98,Progressive,555555555
535,BMW,5 Series,11/13/2023,8/13/2025,473.32,State Farm,987654321
536,Lincoln,Navigator,2/15/2023,10/9/2025,609.03,Geico,987654321
537,Lotus,Esprit,7/4/2023,6/7/2025,611.24,Progressive,123456789
538,Chevrolet,Cobalt SS,12/29/2023,12/30/2025,122.89,Geico,555555555
539,Kia,Soul,4/13/2023,6/13/2025,857.28,Progressive,555555555
540,GMC,Jimmy,11/9/2023,10/9/2025,943.95,State Farm,987654321
541,Dodge,Caliber,12/12/2023,1/25/2025,701.39,Geico,555555555
542,Nissan,Sentra,3/5/2023,9/4/2025,453.83,Progressive,987654321
543,Scion,tC,3/20/2023,6/3/2025,640.26,State Farm,987654321
544,Lincoln,Blackwood,8/30/2023,3/12/2025,138.79,Geico,123456789
545,Jaguar,XJ Series,10/1/2023,11/1/2025,360.51,Progressive,123456789
546,Pontiac,Firefly,8/19/2023,8/26/2025,220.46,State Farm,555555555
547,Audi,A4,3/5/2023,2/14/2025,593.29,Progressive,123456789
548,Mercedes-Benz,Sprinter 3500,2/15/2023,11/11/2025,292.43,Geico,987654321
549,Buick,LaCrosse,11/26/2023,12/9/2025,628.97,Progressive,987654321
550,Lexus,GS,8/27/2023,4/11/2025,664.5,Progressive,123456789
551,Mitsubishi,Mirage,6/20/2023,11/16/2025,333.21,Geico,123456789
552,Land Rover,Range Rover,4/12/2023,5/17/2025,115.11,Geico,987654321
553,Pontiac,1000,4/9/2023,3/14/2025,469.87,State Farm,987654321
554,Plymouth,Laser,11/26/2023,11/9/2025,105.14,State Farm,555555555
555,Ford,Taurus,6/5/2023,4/6/2025,125.73,Geico,123456789
556,Dodge,Dakota Club,7/3/2023,9/11/2025,985.32,Geico,123456789
557,GMC,Sierra 2500,4/24/2023,5/21/2025,234.06,Geico,555555555
558,Dodge,Caliber,9/8/2023,7/2/2025,433.78,Progressive,123456789
559,Mercury,Milan,10/27/2023,8/8/2025,421.83,Progressive,987654321
560,Toyota,Corolla,8/22/2023,8/24/2025,983.48,Geico,987654321
561,Hyundai,Scoupe,8/23/2023,12/15/2025,441.59,Progressive,123456789
562,Volkswagen,Eurovan,3/15/2023,3/22/2025,617.99,Geico,123456789
563,Isuzu,Hombre,7/16/2023,3/25/2025,997.44,State Farm,987654321
564,Porsche,Boxster,7/19/2023,1/5/2025,988.26,Progressive,123456789
565,Dodge,Spirit,8/26/2023,5/26/2025,529.03,Progressive,123456789
566,Ford,Bronco,6/14/2023,10/19/2025,376.29,Geico,123456789
567,Honda,Element,1/17/2023,1/10/2025,963.02,Geico,987654321
568,Dodge,D150 Club,4/25/2023,6/28/2025,906.06,Progressive,987654321
569,Ford,Laser,11/7/2023,7/3/2025,853.85,Geico,123456789
570,Audi,RS4,6/28/2023,9/8/2025,581.51,State Farm,555555555
571,Mitsubishi,GTO,3/8/2023,2/11/2025,778.99,Geico,123456789
572,Rolls-Royce,Phantom,9/9/2023,3/18/2025,181.81,Progressive,123456789
573,Chrysler,Town & Country,10/15/2023,9/26/2025,610.03,State Farm,987654321
574,Nissan,JUKE,2/1/2023,8/28/2025,411.6,State Farm,555555555
575,Mitsubishi,Challenger,8/7/2023,2/4/2025,458.43,State Farm,555555555
576,Hummer,H2,9/26/2023,3/1/2025,143.78,Progressive,123456789
577,Nissan,Maxima,11/15/2023,8/9/2025,410.91,Geico,555555555
578,Mazda,Familia,11/6/2023,8/14/2025,897.87,State Farm,123456789
579,Land Rover,Discovery Series II,1/29/2023,3/31/2025,155.77,Geico,123456789
580,Dodge,Ram 3500,10/14/2023,10/28/2025,983.69,Geico,123456789
581,Ford,Econoline E150,4/16/2023,3/5/2025,722.99,Geico,987654321
582,Austin,Mini,8/24/2023,11/28/2025,897.33,State Farm,987654321
583,Toyota,Highlander,12/28/2023,5/16/2025,838.27,Geico,123456789
584,Mercedes-Benz,E-Class,6/1/2023,10/10/2025,231.03,Geico,555555555
585,Mercury,Villager,9/20/2023,6/7/2025,615.02,Geico,555555555
586,Cadillac,Escalade,3/16/2023,1/27/2025,885.22,Progressive,555555555
587,Ford,Thunderbird,1/31/2023,11/26/2025,779.97,Progressive,555555555
588,Ford,Thunderbird,12/15/2023,6/2/2025,721.56,Progressive,123456789
589,Dodge,Durango,11/17/2023,2/3/2025,537.96,Geico,123456789
590,Land Rover,Defender Ice Edition,2/10/2023,4/11/2025,161.38,Progressive,987654321
591,Toyota,4Runner,1/11/2023,4/23/2025,599.8,Progressive,123456789
592,Volvo,XC90,1/17/2023,6/28/2025,137.86,Geico,123456789
593,Ford,Contour,2/28/2023,5/24/2025,804.71,State Farm,123456789
594,Chrysler,PT Cruiser,6/23/2023,12/19/2025,801.33,Geico,987654321
595,Land Rover,Range Rover Sport,2/27/2023,4/2/2025,660.53,State Farm,123456789
596,Hyundai,Elantra,7/10/2023,10/17/2025,242.07,State Farm,123456789
597,Acura,Integra,2/15/2023,3/2/2025,447.19,Progressive,555555555
598,Volkswagen,Phaeton,12/12/2023,3/28/2025,408.22,Geico,555555555
599,Dodge,Caravan,5/20/2023,4/9/2025,149.54,Geico,987654321
600,Buick,Electra,10/29/2023,7/25/2025,865.42,State Farm,555555555
601,Toyota,Sequoia,12/13/2023,10/26/2025,739.49,State Farm,987654321
602,Plymouth,Colt Vista,11/7/2023,1/13/2025,752.53,State Farm,987654321
603,Mazda,Mazda3,6/13/2023,3/9/2025,248.97,State Farm,123456789
604,Audi,S8,3/14/2023,12/13/2025,245.18,Progressive,123456789
605,Honda,Civic,3/8/2023,10/28/2025,580.95,Progressive,555555555
606,Chevrolet,Corvette,2/11/2023,4/29/2025,654.88,State Farm,123456789
607,Buick,Lucerne,6/3/2023,6/20/2025,552.12,Progressive,555555555
608,Isuzu,VehiCROSS,5/4/2023,6/3/2025,906.85,Progressive,123456789
609,Volkswagen,Jetta,4/22/2023,6/29/2025,502.81,Geico,987654321
610,Dodge,Durango,5/10/2023,8/11/2025,737.47,Geico,555555555
611,Mazda,Protege,1/3/2023,11/13/2025,582.71,State Farm,987654321
612,Land Rover,Discovery,11/5/2023,12/2/2025,989.05,Progressive,555555555
613,Oldsmobile,Alero,12/20/2023,2/4/2025,758.38,Progressive,555555555
614,Jeep,Cherokee,10/21/2023,11/9/2025,784.62,Geico,987654321
615,Mercedes-Benz,E-Class,5/1/2023,8/25/2025,117.68,Progressive,555555555
616,Land Rover,Range Rover,4/3/2023,2/3/2025,293.81,Geico,555555555
617,Chevrolet,Express,1/15/2023,1/4/2025,333.75,State Farm,555555555
618,Ford,Explorer,12/4/2023,2/22/2025,627.04,State Farm,123456789
619,Acura,MDX,11/29/2023,3/4/2025,176.11,Geico,123456789
620,Lamborghini,Murciélago,9/30/2023,6/18/2025,759.89,Geico,123456789
621,Land Rover,Defender 110,9/21/2023,3/19/2025,371.04,Progressive,555555555
622,Saab,9-3,2/25/2023,4/10/2025,933.62,Geico,987654321
623,Mercedes-Benz,E-Class,6/20/2023,11/3/2025,527.87,State Farm,555555555
624,Acura,Vigor,8/10/2023,2/8/2025,775.97,Progressive,987654321
625,Chevrolet,Express 3500,4/20/2023,12/27/2025,328.14,Progressive,123456789
626,Toyota,Camry,1/26/2023,7/4/2025,232.84,Geico,987654321
627,Land Rover,Range Rover Sport,10/14/2023,7/20/2025,332.93,Geico,987654321
628,Toyota,Highlander,6/2/2023,6/7/2025,640.63,State Farm,123456789
629,Mercedes-Benz,SLK-Class,6/18/2023,8/26/2025,723.05,Geico,555555555
630,Toyota,Tacoma,4/22/2023,5/18/2025,195.87,State Farm,987654321
631,Volkswagen,rio,12/19/2023,2/20/2025,710.68,Geico,123456789
632,Ford,Explorer Sport Trac,11/27/2023,12/13/2025,827.92,Geico,555555555
633,Mercedes-Benz,SLK-Class,7/16/2023,9/17/2025,884.09,State Farm,123456789
634,Ford,Excursion,2/8/2023,5/13/2025,680.19,Progressive,987654321
635,Mazda,MX-3,3/18/2023,2/28/2025,510.38,Progressive,555555555
636,Mazda,Familia,6/5/2023,8/21/2025,345.31,State Farm,123456789
637,Buick,Terraza,9/19/2023,8/12/2025,361.12,Progressive,555555555
638,Mercedes-Benz,SL-Class,5/6/2023,1/10/2025,785.28,State Farm,987654321
639,Subaru,Legacy,3/25/2023,4/27/2025,287.64,State Farm,123456789
640,Dodge,Avenger,1/7/2023,2/5/2025,445.21,Progressive,123456789
641,Pontiac,Aztek,9/7/2023,5/6/2025,216.06,State Farm,123456789
642,Dodge,Durango,1/1/2023,7/5/2025,248.54,Geico,987654321
643,Mazda,MX-3,7/9/2023,2/15/2025,932.67,Geico,555555555
644,BMW,X5 M,2/1/2023,10/7/2025,195.5,State Farm,987654321
645,Honda,Prelude,1/31/2023,5/28/2025,294.1,Geico,987654321
646,Hyundai,Santa Fe,2/15/2023,12/24/2025,487.94,Geico,987654321
647,Acura,RSX,2/8/2023,2/28/2025,630.63,Geico,123456789
648,Chevrolet,Suburban,4/6/2023,1/1/2025,103.53,Progressive,987654321
649,Mitsubishi,Galant,7/13/2023,6/3/2025,612.62,State Farm,123456789
650,Volvo,740,12/8/2023,1/28/2025,575.72,State Farm,555555555
651,Oldsmobile,98,1/22/2023,12/27/2025,327.2,State Farm,555555555
652,Chevrolet,Tahoe,9/22/2023,9/7/2025,537.03,Progressive,555555555
653,Hyundai,Elantra,5/20/2023,11/2/2025,300.86,Progressive,555555555
654,Jaguar,X-Type,8/22/2023,9/7/2025,118.32,State Farm,123456789
655,Chevrolet,Suburban 2500,8/20/2023,8/12/2025,413.01,Progressive,987654321
656,Ford,E150,3/13/2023,9/12/2025,871.32,Geico,123456789
657,Mitsubishi,Chariot,11/15/2023,8/21/2025,231.0,Progressive,123456789
658,Honda,Passport,8/11/2023,6/21/2025,554.84,Progressive,987654321
659,Bentley,Continental GT,8/31/2023,4/7/2025,470.76,Geico,987654321
660,Cadillac,Allante,5/5/2023,7/17/2025,696.77,Progressive,555555555
661,Dodge,Ram,1/12/2023,1/23/2025,686.39,Progressive,555555555
662,Chevrolet,3500,11/5/2023,12/11/2025,420.36,State Farm,987654321
663,Hummer,H1,6/21/2023,10/5/2025,967.45,Progressive,987654321
664,Ford,Bronco II,7/7/2023,7/10/2025,134.14,State Farm,123456789
665,Dodge,Caravan,7/17/2023,4/25/2025,192.88,State Farm,123456789
666,Honda,Civic,11/2/2023,4/1/2025,294.21,Progressive,555555555
667,Suzuki,SX4,5/27/2023,5/31/2025,473.23,Geico,987654321
668,Mazda,MPV,11/18/2023,8/16/2025,158.97,Progressive,123456789
669,Kia,Spectra,6/15/2023,6/19/2025,366.78,State Farm,123456789
670,Dodge,Grand Caravan,1/19/2023,7/13/2025,972.88,Geico,555555555
671,Volkswagen,Golf,11/26/2023,1/3/2025,244.82,Geico,987654321
672,Chevrolet,2500,2/21/2023,11/28/2025,166.92,Progressive,555555555
673,Mercedes-Benz,E-Class,1/7/2023,7/4/2025,182.82,State Farm,555555555
674,Ford,Explorer Sport,11/6/2023,6/1/2025,827.68,Progressive,987654321
675,Honda,Ridgeline,8/6/2023,7/27/2025,909.27,State Farm,555555555
676,Scion,xB,9/22/2023,8/11/2025,494.56,State Farm,123456789
677,Geo,Prizm,3/9/2023,9/7/2025,572.89,Geico,123456789
678,Audi,Coupe Quattro,3/4/2023,9/17/2025,851.07,State Farm,555555555
679,Chevrolet,Caprice,10/18/2023,5/28/2025,308.56,State Farm,123456789
680,Subaru,Legacy,2/24/2023,8/23/2025,538.04,Geico,123456789
681,BMW,M5,4/2/2023,10/23/2025,102.35,Geico,987654321
682,Ford,F150,5/27/2023,2/18/2025,285.27,Geico,555555555
683,Jaguar,XJ Series,12/10/2023,2/13/2025,819.41,State Farm,987654321
684,Mitsubishi,Outlander,8/7/2023,4/8/2025,483.44,Geico,123456789
685,Dodge,Ram Van 3500,11/4/2023,6/6/2025,629.56,Geico,987654321
686,Land Rover,Discovery,8/1/2023,3/16/2025,163.26,State Farm,987654321
687,MINI,Clubman,9/2/2023,12/28/2025,461.4,Geico,987654321
688,Dodge,Ram Van 2500,4/17/2023,4/19/2025,483.95,Geico,987654321
689,Lotus,Elise,3/18/2023,1/10/2025,608.77,Progressive,555555555
690,Buick,Regal,11/17/2023,10/12/2025,905.51,Geico,555555555
691,Lincoln,MKX,12/23/2023,10/18/2025,517.2,Progressive,987654321
692,Isuzu,Hombre,12/1/2023,10/29/2025,579.09,Progressive,987654321
693,Audi,riolet,12/23/2023,9/4/2025,841.85,Geico,555555555
694,Infiniti,M,8/16/2023,4/19/2025,256.84,State Farm,555555555
695,Jaguar,S-Type,4/17/2023,3/30/2025,390.55,State Farm,555555555
696,Buick,Skylark,1/1/2023,9/14/2025,956.03,Progressive,123456789
697,Mercury,Cougar,9/21/2023,12/28/2025,223.27,Geico,987654321
698,BMW,3 Series,5/18/2023,12/10/2025,590.39,Geico,555555555
699,Saturn,S-Series,6/21/2023,2/12/2025,489.66,Geico,555555555
700,Buick,Electra,9/16/2023,6/9/2025,369.29,Progressive,987654321
701,Nissan,Versa,7/19/2023,4/22/2025,893.28,Progressive,555555555
702,Honda,Pilot,6/3/2023,11/1/2025,521.09,Geico,987654321
703,Pontiac,G6,12/27/2023,11/1/2025,368.97,Geico,123456789
704,Chevrolet,Metro,3/31/2023,6/3/2025,913.67,Progressive,987654321
705,Ford,Econoline E250,3/27/2023,3/30/2025,725.45,Geico,555555555
706,BMW,1 Series,11/18/2023,1/7/2025,690.87,Geico,555555555
707,Toyota,Tundra,6/14/2023,5/17/2025,356.82,Geico,987654321
708,Honda,Pilot,4/4/2023,4/12/2025,241.23,Geico,555555555
